No.,No. 2,Description,Price EXW,Description 2,Inventory,Net Change,Unit Price,Unit Price Including VAT,Unit Cost,Profit %,Base Unit of Measure,Blocked,Division Code,Item Category Code,Recipe Item Type,Barcode No.,BRANDS,Gen. Prod. Posting Group,Transfer Posting Group,Inventory Posting Group,Division Description,Item Category Description,Retail Product Code,DisCountinue,Unit Cost1,Retail Product Description,Qty. Onhand at Date,VAT Bus. Posting Gr. (Price),Date Created,Created by User,Last DateTime Modified,Last Modified by User,Gross Weight,Net Weight,No Discount Allowed,Price Includes VAT
22-3841,CHR1001,كرسي المنيوم ,0.00,DIRECTOR CHAIR WITH COOLER BAG AND SIDE TABLE,3.,3.,295.00,295.00,113.847,55.61897,PCS,FALSE,FURNITURE,CHAIRS, ,6285654019019,AL RIMAYA,PRODUCT,TRANSFER,INV,Furniture,Chairs,FOLDING CH,TRUE,113.847,Folding Chair,3.,VAT,11/11/2021,ZAIDG\RMKT009,29/04/26 08:28:31,30485,0.,0.,FALSE,TRUE
22-3842,BH-C-001,حقيبة سيارة علوية 120×90×40 سم - أسود,0.00,CAR ROOF BAG 120x90x40CM - BLACK,50.,50.,374.00,374.00,144.216,55.65551,PCS,FALSE,CARS ACCES,STORAGE CR, ,6285654024471,AL RIMAYA,PRODUCT,TRANSFER,INV,Cars Accessories,Storage,BAG,TRUE,144.216,BAGS,50.,VAT,11/11/2021,ZAIDG\RMKT009,29/04/26 08:29:06,30485,0.,0.,FALSE,TRUE
22-3843,TY-OG-44,موقد حطب متحرك من الفولاذ و السيراميك,0.00,METAL FIRE PIT - TY-OG-44,-3.,-3.,292.00,292.00,228.047,10.18697,PCS,FALSE,CAMPING,OUTDOOR FIRE PIT, ,22-3843,SULTAN GARDEN,PRODUCT,TRANSFER,INV,Camping,FIRE PIT,OUTDOOR FIRE PIT,FALSE,228.047,OUTDOOR FIRE PIT,-3.,VAT,11/11/2021,ZAIDG\RMKT009,29/04/26 08:28:30,30485,0.,0.,FALSE,TRUE
22-3844,,إبريق شاي مع مصفاة - 1 لتر,0.00,TEA KETTLE WITH FILTER 1 LITER,0.,0.,0.00,0.00,0.00,0.,PCS,TRUE,COOKING,COOKWARES, ,6285654019200,,PRODUCT,TRANSFER,INV,Cooking,Cookwares Bag,BAKEWARE,TRUE,0.00,Pancake Pizza Makers,0.,VAT,13/12/2021,ZAIDG\RMKT009,03/12/25 09:53:04,35762,0.,0.,FALSE,TRUE
22-3845,,إبريق شاي مع مصفاة - 1.5 لتر,0.00,TEA KETTLE WITH FILTER 1.5 LITER,0.,0.,0.00,0.00,0.00,0.,PCS,TRUE,COOKING,COOKWARES, ,6285654019217,,PRODUCT,TRANSFER,INV,Cooking,Cookwares Bag,BAKEWARE,TRUE,0.00,Pancake Pizza Makers,0.,VAT,13/12/2021,ZAIDG\RMKT009,03/12/25 09:53:04,35762,0.,0.,FALSE,TRUE
22-3846,,فحم الرماية قوالب - 8كلج,0.00,AL RIMAYA BRIQUETTES COAL - 8KG,0.,0.,0.00,0.00,0.00,0.,PCS,TRUE,COOKING,BBQ, ,6285654018777,,PRODUCT,TRANSFER,INV,Cooking,BBQ,BBQ ACCESS,TRUE,0.00,BBQ Accessories,0.,VAT,17/11/2021,ZAIDG\RMKT009,03/12/25 09:53:04,35762,0.,0.,FALSE,TRUE
22-3847,ZYZY-32,شاخوف بخرطوم غاز ,0.00,GAS HOSE WITH VALVE - PP PACK,595.,595.,48.00,48.00,17.414,58.27896,PCS,FALSE,CAMPING,GAS TORCH, ,6285654024495,AL RIMAYA,PRODUCT,TRANSFER,INV,Camping,GAS TORCH,GAS TORCH,FALSE,17.414,GAS TORCH,595.,VAT,29/11/2021,ZAIDG\RMKT009,28/06/26 07:31:33,30570,0.,0.,FALSE,TRUE
22-3848,WATERG1015,جركل ماء قابل للطي - 10 لتر,0.00,RETRACTABLE WATER GALLON - 10L,"1,351.","1,351.",134.00,134.00,83.011,28.75922,PCS,FALSE,CAMPING,WATER EQUI, ,6285654024501,AL RIMAYA,PRODUCT,TRANSFER,INV,Camping,Water Equipment,PUMPS WATE,TRUE,83.011,Pumps,"1,351.",VAT,29/11/2021,ZAIDG\RMKT009,11/06/26 10:08:40,30570,0.,0.,FALSE,TRUE
22-3849,HF-60L01B,حقيبة لسقف السيارة 122×96.5×28/45.7 سم - أسود,0.00,CAR ROOF BAG 122x96.5x28/45.7CM - BLACK,199.,199.,268.00,268.00,94.247,59.55819,PCS,FALSE,CARS ACCES,STORAGE CR, ,6285654024518,,PRODUCT,TRANSFER,INV,Cars Accessories,Storage,BAG,TRUE,94.247,BAGS,199.,VAT,29/11/2021,ZAIDG\RMKT009,29/04/26 08:29:05,30485,0.,0.,FALSE,TRUE
22-3850,HF-60U01T,صانعة قهوة كبس - 800 مل,0.00,COFFEE POT STAINLESS STEEL - 800ML,382.,382.,127.00,127.00,49.387,55.27949,PCS,FALSE,COOKING,COOKWARES, ,6285654024525,,PRODUCT,TRANSFER,INV,Cooking,Cookwares Bag,BAKEWARE,TRUE,49.387,Pancake Pizza Makers,382.,VAT,29/11/2021,ZAIDG\RMKT009,29/04/26 08:28:05,30485,0.,0.,FALSE,TRUE
22-3851,HF-60U01Y,صانعة قهوة كبس - 1 لتر,0.00,COFFEE POT STAINLESS STEEL - 1000ML,93.,93.,138.00,138.00,54.634,54.47167,PCS,FALSE,COOKING,COOKWARES, ,6285654024532,,PRODUCT,TRANSFER,INV,Cooking,Cookwares Bag,BAKEWARE,TRUE,54.634,Pancake Pizza Makers,93.,VAT,29/11/2021,ZAIDG\RMKT009,29/04/26 08:28:05,30485,0.,0.,FALSE,TRUE
22-3852,TENT1012,خيمة مبيت 220×120×90سم - رمادي + وازرق,0.00,SLEEPING TENT 220x120x90CM - GREY + BLUE,38.,38.,239.00,239.00,90.742,56.33753,PCS,FALSE,CAMPING,TENTS CMP, ,6285654024549,AL RIMAYA,PRODUCT,TRANSFER,INV,Camping,Tents,AWNING TEN,TRUE,90.742,Awning,38.,VAT,29/11/2021,ZAIDG\RMKT009,19/05/26 14:40:31,30570,0.,0.,FALSE,TRUE
22-3853,TENT1012,خيمة مبيت 220×120×90سم - رمادي + زيتي,0.00,SLEEPING TENT 220x120x90CM - GREY + OLIVE GREEN,268.,268.,239.00,239.00,86.115,58.56391,PCS,FALSE,CAMPING,TENTS CMP, ,6285654024556,AL RIMAYA,PRODUCT,TRANSFER,INV,Camping,Tents,AWNING TEN,TRUE,86.115,Awning,268.,VAT,29/11/2021,ZAIDG\RMKT009,19/05/26 14:40:41,30570,0.,0.,FALSE,TRUE
22-3854,HF-90D09H,جركل 40 لتر - أزرق,0.00,RECOVERY TANK 40L - BLUE,15.,15.,385.00,385.00,159.611,52.32399,PCS,FALSE,CARS ACCES,TANKS, ,6285654024563,,PRODUCT,TRANSFER,INV,Cars Accessories,Tanks,FUEL TANKS,TRUE,159.611,Fuel Tanks,15.,VAT,29/11/2021,ZAIDG\RMKT009,29/04/26 08:29:05,30485,0.,0.,FALSE,TRUE
22-3855,FMX-2075,شواية متعددة الأدوات 3 في 1 - 12 فولت,0.00,3 IN 1 BBQ GRILL 220-240V / 12V,26.,26.,484.00,484.00,303.661,27.84914,PCS,FALSE,COOKING,BBQ, ,6285654019156,,PRODUCT,TRANSFER,INV,Cooking,BBQ,BBQ ACCESS,TRUE,303.661,BBQ Accessories,26.,VAT,29/11/2021,ZAIDG\RMKT009,29/04/26 08:29:05,30485,0.,0.,FALSE,TRUE
22-3856,761699500005,معلاق ذبيحة,0.00,GOAT STAND WITH WINCH - BLACK,88.,88.,645.00,645.00,256.985,54.18097,PCS,FALSE,COOKING,COOKING EQ, ,6285654024822,AL RIMAYA,PRODUCT,TRANSFER,INV,Cooking,Cooking Equipment,HOOKS COOK,TRUE,256.985,Hooks,88.,VAT,29/11/2021,ZAIDG\RMKT009,31/05/26 16:51:56,30570,0.,0.,FALSE,TRUE
22-3857,,عربة قابلة للطي 50 لتر - أحمر + أسود,0.00,FOLDABLE SHOPPING TROLLEY 50 LITER - RED + BLACK,10.,10.,128.00,128.00,51.37,53.84727,PCS,FALSE,CAMPING,STORAGE CP, ,6285654024570,,PRODUCT,TRANSFER,INV,Camping,Storage,BOXES STOR,TRUE,51.37,Boxes,10.,VAT,29/11/2021,ZAIDG\RMKT009,29/04/26 08:28:05,30485,0.,0.,FALSE,TRUE
22-3858,,عربة قابلة للطي 50 لتر - أصفر + رمادي,0.00,FOLDABLE SHOPPING TROLLEY 50 LITER - YELLOW + GREY,14.,14.,128.00,128.00,51.37,53.84727,PCS,FALSE,CAMPING,STORAGE CP, ,6285654024587,,PRODUCT,TRANSFER,INV,Camping,Storage,BOXES STOR,TRUE,51.37,Boxes,14.,VAT,29/11/2021,ZAIDG\RMKT009,29/04/26 08:28:05,30485,0.,0.,FALSE,TRUE
22-3859,,عربة قابلة للطي 50 لتر - أخضر + رمادي,0.00,FOLDABLE SHOPPING TROLLEY 50 LITER - GREEN + GREY,20.,20.,128.00,128.00,51.37,53.84727,PCS,FALSE,CAMPING,STORAGE CP, ,6285654024594,,PRODUCT,TRANSFER,INV,Camping,Storage,BOXES STOR,TRUE,51.37,Boxes,20.,VAT,29/11/2021,ZAIDG\RMKT009,29/04/26 08:28:05,30485,0.,0.,FALSE,TRUE
22-3860,,عربة قابلة للطي 30 لتر - أحمر + أسود,0.00,FOLDABLE SHOPPING TROLLEY 30 LITER - RED + BLACK,24.,24.,118.00,118.00,44.101,57.02021,PCS,FALSE,CAMPING,STORAGE CP, ,6285654024600,,PRODUCT,TRANSFER,INV,Camping,Storage,BOXES STOR,TRUE,44.101,Boxes,24.,VAT,29/11/2021,ZAIDG\RMKT009,29/04/26 08:28:05,30485,0.,0.,FALSE,TRUE
22-3861,,عربة قابلة للطي 30 لتر - أصفر + رمادي,0.00,FOLDABLE SHOPPING TROLLEY 30 LITER - YELLOW + GREY,35.,35.,118.00,118.00,44.10,57.02119,PCS,FALSE,CAMPING,STORAGE CP, ,6285654024617,,PRODUCT,TRANSFER,INV,Camping,Storage,BOXES STOR,TRUE,44.10,Boxes,35.,VAT,29/11/2021,ZAIDG\RMKT009,29/04/26 08:28:05,30485,0.,0.,FALSE,TRUE
22-3862,,عربة قابلة للطي 30 لتر - أخضر + رمادي,0.00,FOLDABLE SHOPPING TROLLEY 30 LITER - GREEN + GREY,23.,23.,118.00,118.00,44.10,57.02119,PCS,FALSE,CAMPING,STORAGE CP, ,6285654024624,,PRODUCT,TRANSFER,INV,Camping,Storage,BOXES STOR,TRUE,44.10,Boxes,23.,VAT,29/11/2021,ZAIDG\RMKT009,29/04/26 08:28:05,30485,0.,0.,FALSE,TRUE
22-3863,TENT1012,خيمة فوق السيار 200*140*120/75 سم,0.00,CAR ROOF TENT 200x140x75/120CM NORMANDY AUTO 140,1.,1.,"5,950.00","5,950.00","2,690.34",48.00183,PCS,FALSE,CAMPING,TENTS CMP, ,6285654024303,AL RIMAYA,PRODUCT,TRANSFER,INV,Camping,Tents,AWNING TEN,TRUE,"2,690.34",Awning,1.,VAT,29/11/2021,ZAIDG\RMKT009,19/05/26 14:40:46,30570,0.,0.,FALSE,TRUE
22-3864,TENT1012,خيمة فوق السيار200*140*110/90 سم,0.00,CAR ROOF TENT 200x140x90/110CM DESERT CRUISER,2.,2.,"8,950.00","8,950.00","4,078.23",47.59816,PCS,FALSE,CAMPING,TENTS CMP, ,6285654024310,AL RIMAYA,PRODUCT,TRANSFER,INV,Camping,Tents,AWNING TEN,TRUE,"4,078.23",Awning,2.,VAT,29/11/2021,ZAIDG\RMKT009,19/05/26 14:40:51,30570,0.,0.,FALSE,TRUE
22-3865,630622000000,خيمة فوق السيار 200*140*100 سم,0.00,CAR ROOF TENT 200x140x100CM - ROCK CRUISER ,0.,0.,"10,850.00","10,850.00","4,797.37",49.1523,PCS,TRUE,CAMPING,TENTS CMP, ,6285654024327,,PRODUCT,TRANSFER,INV,Camping,Tents,AWNING TEN,TRUE,"4,797.37",Awning,0.,VAT,29/11/2021,ZAIDG\RMKT009,29/04/26 08:28:31,30485,0.,0.,FALSE,TRUE
22-3866,TENT1012,خيمة فوق السيار 200*140*105 سم,0.00,CAR ROOF TENT 200x140x105CM - ADVENTURE CRUISER,0.,0.,"9,950.00","9,950.00","4,641.46",46.35498,PCS,TRUE,CAMPING,TENTS CMP, ,6285654024334,AL RIMAYA,PRODUCT,TRANSFER,INV,Camping,Tents,AWNING TEN,TRUE,"4,641.46",Awning,0.,VAT,29/11/2021,ZAIDG\RMKT009,19/05/26 14:41:02,30570,0.,0.,FALSE,TRUE
22-3867,TENT1012,خيمة فوق السيار 200*250*110 سم,0.00,CAR ROOF TENT 200x250x110CM - WILD CRUISER,1.,1.,"8,550.00","8,550.00","3,907.32",47.4454,PCS,FALSE,CAMPING,TENTS CMP, ,6285654024341,AL RIMAYA,PRODUCT,TRANSFER,INV,Camping,Tents,AWNING TEN,TRUE,"3,907.32",Awning,1.,VAT,29/11/2021,ZAIDG\RMKT009,19/05/26 14:41:07,30570,0.,0.,FALSE,TRUE
22-3868,630622000000,خيمة مظلة 366*366*218 سم,0.00,HUB SCREEN TENT 366x366x218CM,1.,1.,"1,650.00","1,650.00",734.17,48.83058,PCS,FALSE,CAMPING,TENTS CMP, ,6285654024358,,PRODUCT,TRANSFER,INV,Camping,Tents,AWNING TEN,TRUE,734.17,Awning,1.,VAT,29/11/2021,ZAIDG\RMKT009,29/04/26 08:28:31,30485,0.,0.,FALSE,TRUE
22-3869,VKS-K-564,شنطة كاسات 27×21×9 سم - رمادي,0.00,GLASS CUP BAG 27x21x9CM - GREY ,191.,191.,38.00,38.00,18.335,44.5125,PCS,FALSE,CAMPING,BAGS, ,6285654024631,AL RIMAYA,PRODUCT,TRANSFER,INV,Camping,Bags,COOLER BAG,FALSE,18.335,COOLER BAG,191.,VAT,29/11/2021,ZAIDG\RMKT009,29/04/26 08:29:08,30485,0.,0.,FALSE,TRUE
22-3870,VKS-K-562,حقيبة العناية الشخصية 21×21×26 سم - أخضر,0.00,TOILETRY BAG 21x21x26CM - GREEN,44.,44.,42.00,42.00,19.184,47.47238,PCS,FALSE,CAMPING,BAGS, ,6285654024648,,PRODUCT,TRANSFER,INV,Camping,Bags,COOLER BAG,TRUE,19.184,COOLER BAG,44.,VAT,29/11/2021,ZAIDG\RMKT009,29/04/26 08:29:08,30485,0.,0.,FALSE,TRUE
22-3871,VKS-K-013,شنطة رحلات 49×15.5×41 سم - بنفسجي,0.00,PICNIC BAG 49x15.5x41CM - PURPLE,312.,312.,118.00,118.00,49.706,51.55771,PCS,FALSE,CAMPING,BAGS, ,6285654024655,,PRODUCT,TRANSFER,INV,Camping,Bags,COOLER BAG,TRUE,49.706,COOLER BAG,312.,VAT,29/11/2021,ZAIDG\RMKT009,29/04/26 08:29:08,30485,0.,0.,FALSE,TRUE
22-3872,961700,كوب 380 مل - أسود,0.00,MUG 380ML - BLACK,524.,524.,58.00,58.00,22.435,55.51681,PCS,FALSE,CAMPING,COFFEE WARMER, ,6285654024662,AL RIMAYA,PRODUCT,TRANSFER,INV,Camping,COFFEE WARMER,COFFEE WARMER,FALSE,22.435,COFFEE WARMER,524.,VAT,30/11/2021,ZAIDG\RMKT009,29/04/26 08:28:54,30485,0.,0.,FALSE,TRUE
22-3873,961700,كوب 360 مل - أسود,0.00,MUG 360ML - BLACK,127.,127.,44.00,44.00,18.804,50.85318,PCS,FALSE,COOKING,COOKWARES, ,6285654024679,,PRODUCT,TRANSFER,INV,Cooking,Cookwares Bag,BAKEWARE,TRUE,18.804,Pancake Pizza Makers,127.,VAT,30/11/2021,ZAIDG\RMKT009,29/04/26 08:29:05,30485,0.,0.,FALSE,TRUE
22-3874,96170000000,كوب مع مرشح 380 مل - أسود,0.00,MUG WITH FILTER 380ML - BLACK,129.,129.,64.00,64.00,24.423,56.11492,PCS,FALSE,CAMPING,COFFEE WARMER, ,6285654024686,,PRODUCT,TRANSFER,INV,Camping,COFFEE WARMER,COFFEE WARMER,TRUE,24.423,COFFEE WARMER,129.,VAT,30/11/2021,ZAIDG\RMKT009,29/04/26 08:28:05,30485,0.,0.,FALSE,TRUE
22-3875,961700,كوب مع مرشح 380 مل - أبيض,0.00,MUG WITH FILTER 380ML - WHITE,27.,27.,64.00,64.00,26.373,52.61102,PCS,FALSE,COOKING,COOKWARES, ,6285654024693,,PRODUCT,TRANSFER,INV,Cooking,Cookwares Bag,BAKEWARE,TRUE,26.373,Pancake Pizza Makers,27.,VAT,30/11/2021,ZAIDG\RMKT009,29/04/26 08:28:05,30485,0.,0.,FALSE,TRUE
22-3876,961700,حافظة مشروبات مع مقبض 530 مل - أسود,0.00,VACUUM FLASK WATER BOTTLE WITH HANDLE 530ML - BLAC,61.,61.,64.00,64.00,25.524,54.13656,PCS,FALSE,COOKING,COOKWARES, ,6285654024709,AL RIMAYA,PRODUCT,TRANSFER,INV,Cooking,Cookwares Bag,BAKEWARE,TRUE,25.524,Pancake Pizza Makers,61.,VAT,30/11/2021,ZAIDG\RMKT009,29/04/26 08:29:05,30485,0.,0.,FALSE,TRUE
22-3877,420212100001,صندوق ثلج 50 لتر - أبيض,0.00,COOLER BOX 50L - WHITE,0.,0.,295.00,295.00,230.22,10.25322,PCS,FALSE,FRIDGE COO,COOLERS, ,6285654024716,,PRODUCT,TRANSFER,INV,Fridge Coolers,Coolers,COOL BAG C,TRUE,230.22,Cool Bag,0.,VAT,30/11/2021,ZAIDG\RMKT009,29/04/26 08:29:05,30485,0.,0.,FALSE,TRUE
22-3878,PZA1047,كشاطة بيتزا 64×33 سم,0.00,PIZZA PEEL WITH FOLDABLE HANDLE - 44X33CM,244.,244.,68.00,68.00,30.355,48.66434,PCS,FALSE,COOKING,PIZZA EQUIP, ,6285654024839,,PRODUCT,TRANSFER,INV,Cooking,PIZZA EQUIP,PIZZA EQUIP,TRUE,30.355,PIZZA EQUIP,244.,VAT,4/12/2021,ZAIDG\RMKT009,08/06/26 09:36:08,30570,0.,0.,FALSE,TRUE
22-3879,HATCAP1020,قبعة شتوية منسدلة - أسود,0.00,WINTER HAT WITH EAR FLAPS BLACK,947.,947.,68.00,68.00,27.506,53.4825,PCS,FALSE,APPAREL,CAPS, ,6285654024846,AL RIMAYA,PRODUCT,TRANSFER,INV,Apparel,Caps,BALACLAVA,FALSE,27.506,BALACLAVA,947.,VAT,4/1/2022,ZAIDG\RMKT009,29/04/26 08:29:07,30485,0.,0.,FALSE,TRUE
22-3880,,قارورة للشرب مع مرشح 290 مل - بني داكن,0.00,GLASS DRINK BOTTLE 290ML WITH FILTER - DARK BROWN,43.,43.,94.00,94.00,40.732,50.1683,PCS,FALSE,CAMPING,WATER EQUI, ,6285654027427,AL RIMAYA,PRODUCT,TRANSFER,INV,Camping,Water Equipment,WATER BOTT,TRUE,40.732,Water Bottles,43.,VAT,4/1/2022,ZAIDG\RMKT009,29/04/26 08:28:05,30485,0.,0.,FALSE,TRUE
22-3881,,قارورة للشرب مع مرشح 290 مل - بني ,0.00,GLASS DRINK BOTTLE 290ML WITH FILTER - BROWN,88.,88.,94.00,94.00,40.732,50.1683,PCS,FALSE,CAMPING,WATER EQUI, ,6285654027434,AL RIMAYA,PRODUCT,TRANSFER,INV,Camping,Water Equipment,PUMPS WATE,TRUE,40.732,Pumps,88.,VAT,4/1/2022,ZAIDG\RMKT009,29/04/26 08:28:05,30485,0.,0.,FALSE,TRUE
22-3882,TBL1002,حقيبة مدمجة مع كرسي - بيج,0.00,HAND BAG STOOL - BEIGE,179.,179.,96.00,96.00,48.799,41.54286,PCS,FALSE,FURNITURE,STOOL, ,6285654024723,,PRODUCT,TRANSFER,INV,Furniture,STOOL,STOOLS,TRUE,48.799,,179.,VAT,7/12/2021,ZAIDG\RMKT009,29/04/26 08:29:06,30485,0.,0.,FALSE,TRUE
22-3883,,عصي وكرسي للمشي - بيج,0.00,HIKING CHAIR WITH HIKING STICK,179.,179.,293.00,293.00,165.464,35.05679,PCS,FALSE,FURNITURE,CHAIRS, ,6285654024730,,PRODUCT,TRANSFER,INV,Furniture,Chairs,BACK SUPPO,TRUE,165.464,Back Support,179.,VAT,7/12/2021,ZAIDG\RMKT009,29/04/26 08:29:06,30485,0.,0.,FALSE,TRUE
22-3884,TBL1002,طاولة شبك 60×40×25 سم - أسود,0.00,FOLDING TABLE MESH 60x40x25CM - BLACK,231.,231.,95.00,95.00,32.322,60.87337,PCS,FALSE,FURNITURE,TABLES, ,6285654024761,AL RIMAYA,PRODUCT,TRANSFER,INV,Furniture,Tables,FOLDING TA,FALSE,32.322,Folding Tables,231.,VAT,13/12/2021,ZAIDG\RMKT009,29/04/26 08:29:06,30485,0.,0.,FALSE,TRUE
22-3885,TBL1002,طاولة قابلة للطي 61×40×25-53 سم - أسود + فضي,0.00,ALUMINUM FOLDING TABLE-BLACK & SILVER,927.,927.,147.00,147.00,55.336,56.70993,PCS,FALSE,FURNITURE,TABLES, ,6285654024778,AL RIMAYA,PRODUCT,TRANSFER,INV,Furniture,Tables,FOLDING TA,FALSE,55.336,Folding Tables,927.,VAT,13/12/2021,ZAIDG\RMKT009,29/04/26 08:29:06,30485,0.,0.,FALSE,TRUE
22-3886,TBL1002,طاولة قابلة للطي 90×40×25 سم - أسود,0.00,FOLDING TABLE 90x45x25CM - BLACK ,-3.,-3.,95.00,95.00,40.786,50.62747,PCS,FALSE,FURNITURE,TABLES, ,6285654024785,AL RIMAYA,PRODUCT,TRANSFER,INV,Furniture,Tables,FOLDING TA,TRUE,40.786,Folding Tables,-3.,VAT,13/12/2021,ZAIDG\RMKT009,29/04/26 08:29:06,30485,0.,0.,FALSE,TRUE
22-3887,TBL1002,طاولة بشبك قابلة للطي 90×60×66/40 سم - أسود + خشبي,0.00,FOLDING TABLE WITH MESH 90X60X66/40CM -BLACK +WOOD,9.,9.,165.00,165.00,54.258,62.18382,PCS,FALSE,FURNITURE,TABLES, ,6285654024792,,PRODUCT,TRANSFER,INV,Furniture,Tables,FOLDING TA,TRUE,54.258,Folding Tables,9.,VAT,13/12/2021,ZAIDG\RMKT009,29/04/26 08:29:05,30485,0.,0.,FALSE,TRUE
22-3888,HF-60X03F,فوهة ضغط للماء 67.5 سم,0.00,HIGH PRESSURE WATER WASHER NOZZLE 67.5CM,82.,82.,58.00,58.00,20.024,60.29724,PCS,FALSE,CAMPING,WATER EQUI, ,6285654024808,,PRODUCT,TRANSFER,INV,Camping,Water Equipment,PUMPS WATE,TRUE,20.024,Pumps,82.,VAT,13/12/2021,ZAIDG\RMKT009,29/04/26 08:29:06,30485,0.,0.,FALSE,TRUE
22-3889,HF-60X07G,معلاق إبريق - نحاسي,0.00,TRI-POD GRILL - COPPER,391.,391.,68.00,68.00,27.678,53.19162,PCS,FALSE,CAMPING,BBQ ACC, ,6285654024747,AL RIMAYA,PRODUCT,TRANSFER,INV,Camping,BBQ ACCESSORIES,BBQ ACC,TRUE,27.678,BBQ ACCESSORIES,391.,VAT,13/12/2021,ZAIDG\RMKT009,29/04/26 08:29:05,30485,0.,0.,FALSE,TRUE
22-3890,,معلاق إبريق - أسود,0.00,TRI-POD GRILL - BLACK,"1,116.","1,116.",84.00,84.00,29.231,59.98137,PCS,FALSE,CAMPING,BBQ ACC, ,6285654024754,AL RIMAYA,PRODUCT,TRANSFER,INV,Camping,BBQ ACCESSORIES,BBQ ACC,FALSE,29.231,BBQ ACCESSORIES,"1,116.",VAT,13/12/2021,ZAIDG\RMKT009,29/04/26 08:29:05,30485,0.,0.,FALSE,TRUE
22-3891,TLR223891,فرشة 2/3 هجلزي ثقيل,0.00,فرشة 2/3 هجلزي ثقيل,-2.,-2.,195.00,195.00,82.292,51.46882,PCS,FALSE,FURNITURE,MATS & CUS, ,22-3891,AL RIMAYA,PRODUCT,TRANSFER,INV,Furniture,Mats & Cushions,CUSHIONS M,FALSE,82.292,Cushions,-2.,VAT,5/1/2022,ZAIDG\RMKT009,29/04/26 08:29:08,30485,0.,0.,FALSE,TRUE
22-3892,TLR223892,فرشة 2/4 هجلزي ثقيل,0.00,فرشة 2/4 هجلزي ثقيل,19.,19.,225.00,225.00,116.40,40.50667,PCS,FALSE,FURNITURE,MATS & CUS, ,22-3892,AL RIMAYA,PRODUCT,TRANSFER,INV,Furniture,Mats & Cushions,CUSHIONS M,FALSE,116.40,Cushions,19.,VAT,5/1/2022,ZAIDG\RMKT009,29/04/26 08:29:08,30485,0.,0.,FALSE,TRUE
22-3893,LCL-223893,مبخرة خشب اثل نحاسي - كبير   ,150.00,INCENSE BURNER-BIG,105.,105.,150.00,150.00,89.115,31.6785,PCS,FALSE,CAMPING,BURNER, ,6285654043212,LOCAL,PRODUCT,TRANSFER,INV,Camping,OUD BURNER,BLOWER,FALSE,89.115,,105.,VAT,22/1/2022,ZAIDG\RMKT009,29/04/26 08:29:07,30485,0.,0.,FALSE,TRUE
22-3894,,مبخرة حائل – لون بني محروق ,0.00,مبخرة حائل – لون بني محروق ,1.,1.,180.00,180.00,90.00,42.5,PCS,FALSE,CAMPING,BURNER, ,22-3894,,PRODUCT,TRANSFER,INV,Camping,OUD BURNER,BLOWER,TRUE,90.00,,1.,VAT,23/1/2022,ZAIDG\RMKT009,03/05/25 10:39:07,30570,0.,0.,FALSE,TRUE
22-3895,22-3895,CAMPING COOKING BAG SET/ORANGE/BEIGE,0.00,CAMPING COOKING BAG SET/ORANGE/BEIGE,0.,0.,785.00,785.00,378.56,44.54217,PCS,TRUE,CAMPING,EZBA SET, ,22-3895,,PRODUCT,TRANSFER,INV,Camping,EZBA SET,TEST,TRUE,378.56,,0.,VAT,23/1/2022,ZAIDG\RMKT009,09/11/25 20:20:15,35822,0.,0.,FALSE,TRUE
22-3896,22-3896,CAMPING COOKING BAG SET/KHAKI,0.00,CAMPING COOKING BAG SET/KHAKI,1.,1.,990.00,990.00,513.86,40.30919,PCS,FALSE,CAMPING,EZBA SET, ,22-3896,,PRODUCT,TRANSFER,INV,Camping,EZBA SET,TEST,TRUE,513.86,,1.,VAT,23/1/2022,ZAIDG\RMKT009,19/05/26 14:18:34,25275,0.,0.,FALSE,TRUE
22-3897,22-3897,شنطة عزبة فاخرة متكاملة,0.00,OUTDOOR CAMPING COOKING BAG SET,5.,5.,"1,485.00","1,485.00",760.396,41.11411,PCS,FALSE,CAMPING,EZBA SET, ,22-3897,,PRODUCT,TRANSFER,INV,Camping,EZBA SET,TEST,TRUE,760.396,,5.,VAT,23/1/2022,ZAIDG\RMKT009,19/05/26 14:18:39,25275,0.,0.,FALSE,TRUE
22-3898,,مطارة زجاجية 600ملم - أسود,0.00,GLASS DRINKING BOTTLE 600ML - BLACK,23.,23.,39.00,39.00,14.233,58.0309,PCS,FALSE,CAMPING,WATER EQUI, ,6285654024884,,PRODUCT,TRANSFER,INV,Camping,Water Equipment,PUMPS WATE,TRUE,14.233,Pumps,23.,VAT,29/1/2022,ZAIDG\RMKT009,29/04/26 08:29:06,30485,0.,0.,FALSE,TRUE
22-3899,,مطارة تريتان 750 ملم - أسود,0.00,TRITAN DRINKING BOTTLE 750ML - BLACK,68.,68.,36.00,36.00,14.331,54.22042,PCS,FALSE,CAMPING,WATER EQUI, ,6285654024891,,PRODUCT,TRANSFER,INV,Camping,Water Equipment,PUMPS WATE,TRUE,14.331,Pumps,68.,VAT,29/1/2022,ZAIDG\RMKT009,29/04/26 08:29:06,30485,0.,0.,FALSE,TRUE
